CROP TYPE,SOIL TYPE,REGION,WEATHER CONDITION,WATER REQUIREMENT,temperature_min,temperature_max
POTATO,DRY,SEMI ARID,SUNNY,10.3,20,30
POTATO,DRY,SEMI ARID,RAINY,0.8,20,30
POTATO,DRY,SEMI ARID,NORMAL,9.8,30,40
POTATO,DRY,SEMI ARID,SUNNY,11.3,30,40
POTATO,DRY,SEMI ARID,RAINY,1.8,30,40
POTATO,DRY,SEMI ARID,NORMAL,10.9,40,50
POTATO,DRY,SEMI ARID,SUNNY,12.4,40,50
POTATO,DRY,SEMI ARID,RAINY,2.9,40,50
POTATO,DRY,SEMI HUMID,NORMAL,6.75,10,20
POTATO,DRY,SEMI HUMID,SUNNY,8.25,10,20
POTATO,DRY,SEMI HUMID,RAINY,0.25,10,20
POTATO,DRY,SEMI HUMID,NORMAL,7.75,20,30
POTATO,DRY,SEMI HUMID,SUNNY,9.25,20,30
POTATO,DRY,SEMI HUMID,RAINY,0.8,20,30
POTATO,DRY,SEMI HUMID,NORMAL,8.8,30,40
POTATO,DRY,SEMI HUMID,SUNNY,10.3,30,40
POTATO,DRY,SEMI HUMID,RAINY,0.8,30,40
POTATO,DRY,SEMI HUMID,NORMAL,9.75,40,50
POTATO,DRY,SEMI HUMID,SUNNY,11.25,40,50
POTATO,DRY,SEMI HUMID,RAINY,1.75,40,50
POTATO,DRY,HUMID,NORMAL,5.45,10,20
POTATO,DRY,HUMID,SUNNY,6.95,10,20
POTATO,DRY,HUMID,RAINY,0.3,10,20
POTATO,DRY,HUMID,NORMAL,6.5,20,30
POTATO,DRY,HUMID,SUNNY,8.0,20,30
POTATO,DRY,HUMID,RAINY,0.5,20,30
POTATO,DRY,HUMID,NORMAL,7.6,30,40
POTATO,DRY,HUMID,SUNNY,9.1,30,40
POTATO,DRY,HUMID,RAINY,0.8,30,40
POTATO,DRY,HUMID,NORMAL,8.5,40,50
POTATO,DRY,HUMID,SUNNY,10.0,40,50
POTATO,DRY,HUMID,RAINY,0.5,40,50
POTATO,HUMID,DESERT,NORMAL,6.7,10,20
POTATO,HUMID,DESERT,SUNNY,8.2,10,20
POTATO,HUMID,DESERT,RAINY,0.5,10,20
POTATO,HUMID,DESERT,NORMAL,7.7,20,30
POTATO,HUMID,DESERT,SUNNY,9.2,20,30
POTATO,HUMID,DESERT,RAINY,0.8,20,30
POTATO,HUMID,DESERT,NORMAL,8.7,30,40
POTATO,HUMID,DESERT,SUNNY,10.2,30,40
POTATO,HUMID,DESERT,RAINY,0.7,30,40
POTATO,HUMID,DESERT,NORMAL,9.5,40,50
POTATO,HUMID,DESERT,SUNNY,11.0,40,50
POTATO,HUMID,DESERT,RAINY,1.5,40,50
POTATO,HUMID,SEMI ARID,NORMAL,5.62,10,20
POTATO,HUMID,SEMI ARID,SUNNY,7.12,10,20
POTATO,HUMID,SEMI ARID,RAINY,0.3,10,20
POTATO,HUMID,SEMI ARID,NORMAL,6.62,20,30
POTATO,HUMID,SEMI ARID,SUNNY,8.12,20,30
POTATO,HUMID,SEMI ARID,RAINY,0.5,20,30
POTATO,HUMID,SEMI ARID,NORMAL,7.7,30,40
POTATO,HUMID,SEMI ARID,SUNNY,9.2,30,40
POTATO,HUMID,SEMI ARID,RAINY,0.8,30,40
POTATO,HUMID,SEMI ARID,NORMAL,8.6,40,50
POTATO,HUMID,SEMI ARID,SUNNY,10.1,40,50
POTATO,HUMID,SEMI ARID,RAINY,2.1,40,50
POTATO,HUMID,SEMI HUMID,NORMAL,4.6,10,20
POTATO,HUMID,SEMI HUMID,SUNNY,6.1,10,20
POTATO,HUMID,SEMI HUMID,RAINY,0.2,10,20
POTATO,HUMID,SEMI HUMID,NORMAL,5.5,20,30
POTATO,HUMID,SEMI HUMID,SUNNY,7.0,20,30
POTATO,HUMID,SEMI HUMID,RAINY,0.3,20,30
POTATO,HUMID,SEMI HUMID,NORMAL,6.5,30,40
POTATO,HUMID,SEMI HUMID,SUNNY,8.0,30,40
POTATO,HUMID,SEMI HUMID,RAINY,0.5,30,40
POTATO,HUMID,SEMI HUMID,NORMAL,7.5,40,50
POTATO,HUMID,SEMI HUMID,SUNNY,9.0,40,50
POTATO,HUMID,SEMI HUMID,RAINY,0.8,40,50
POTATO,HUMID,HUMID,NORMAL,3.65,10,20
POTATO,HUMID,HUMID,SUNNY,5.15,10,20
POTATO,HUMID,HUMID,RAINY,0.1,10,20
POTATO,HUMID,HUMID,NORMAL,4.65,20,30
POTATO,HUMID,HUMID,SUNNY,6.15,20,30
POTATO,HUMID,HUMID,RAINY,0.2,20,30
POTATO,HUMID,HUMID,NORMAL,5.0,30,40
POTATO,HUMID,HUMID,SUNNY,6.5,30,40
POTATO,HUMID,HUMID,RAINY,0.3,30,40
POTATO,HUMID,HUMID,NORMAL,5.15,40,50
POTATO,HUMID,HUMID,SUNNY,6.95,40,50
POTATO,HUMID,HUMID,RAINY,0.3,40,50
POTATO,WET,DESERT,NORMAL,5.15,10,20
POTATO,WET,DESERT,SUNNY,6.95,10,20
POTATO,WET,DESERT,RAINY,0.3,10,20
POTATO,WET,DESERT,NORMAL,6.15,20,30
POTATO,WET,DESERT,SUNNY,7.65,20,30
POTATO,WET,DESERT,RAINY,0.5,20,30
POTATO,WET,DESERT,NORMAL,7.15,30,40
POTATO,WET,DESERT,SUNNY,8.65,30,40
POTATO,WET,DESERT,RAINY,0.8,30,40
POTATO,WET,DESERT,NORMAL,8.15,40,50
POTATO,WET,DESERT,SUNNY,9.65,40,50
POTATO,WET,DESERT,RAINY,0.15,40,50
POTATO,WET,SEMI ARID,NORMAL,4.37,10,20
POTATO,WET,SEMI ARID,SUNNY,5.87,10,20
POTATO,WET,SEMI ARID,RAINY,0.2,10,20
POTATO,WET,SEMI ARID,NORMAL,5.3,20,30
POTATO,WET,SEMI ARID,SUNNY,6.8,20,30
POTATO,WET,SEMI ARID,RAINY,0.3,20,30
POTATO,WET,SEMI ARID,NORMAL,6.3,30,40
POTATO,WET,SEMI ARID,SUNNY,7.8,30,40
POTATO,WET,SEMI ARID,RAINY,0.5,30,40
POTATO,WET,SEMI ARID,NORMAL,7.2,40,50
POTATO,WET,SEMI ARID,SUNNY,8.7,40,50
POTATO,WET,SEMI ARID,RAINY,0.8,40,50
POTATO,WET,SEMI HUMID,NORMAL,3.345,10,20
POTATO,WET,SEMI HUMID,SUNNY,4.845,10,20
POTATO,WET,SEMI HUMID,RAINY,0.1,10,20
POTATO,WET,SEMI HUMID,NORMAL,4.4,20,30
POTATO,WET,SEMI HUMID,SUNNY,5.9,20,30
POTATO,WET,SEMI HUMID,RAINY,0.2,20,30
POTATO,WET,SEMI HUMID,NORMAL,5.54,30,40
POTATO,WET,SEMI HUMID,SUNNY,7.04,30,40
POTATO,WET,SEMI HUMID,RAINY,0.3,30,40
POTATO,WET,SEMI HUMID,NORMAL,6.52,40,50
POTATO,WET,SEMI HUMID,SUNNY,8.02,40,50
POTATO,WET,SEMI HUMID,RAINY,0.5,40,50
POTATO,WET,HUMID,NORMAL,2.06,10,20
POTATO,WET,HUMID,SUNNY,3.56,10,20
POTATO,WET,HUMID,RAINY,0.1,10,20
POTATO,WET,HUMID,NORMAL,3.0,20,30
POTATO,WET,HUMID,SUNNY,4.5,20,30
POTATO,WET,HUMID,RAINY,0.1,20,30
POTATO,WET,HUMID,NORMAL,4.1,30,40
POTATO,WET,HUMID,SUNNY,5.6,30,40
POTATO,WET,HUMID,RAINY,0.2,30,40
POTATO,WET,HUMID,NORMAL,5.15,40,50
POTATO,WET,HUMID,SUNNY,6.65,40,50
POTATO,WET,HUMID,RAINY,0.3,40,50
RICE,DRY,DESERT,RAINY,9.0,10,20
RICE,DRY,DESERT,RAINY,10.0,20,30
RICE,DRY,DESERT,RAINY,11.0,30,40
RICE,DRY,DESERT,RAINY,12.0,40,50
RICE,DRY,SEMI ARID,NORMAL,15.5,10,20
RICE,DRY,SEMI ARID,RAINY,7.5,10,20
RICE,DRY,SEMI ARID,RAINY,8.5,20,30
RICE,DRY,SEMI ARID,RAINY,9.5,30,40
RICE,DRY,SEMI ARID,RAINY,10.5,40,50
RICE,DRY,SEMI HUMID,NORMAL,13.5,10,20
RICE,DRY,SEMI HUMID,SUNNY,15.0,10,20
RICE,DRY,SEMI HUMID,RAINY,5.5,10,20
RICE,DRY,SEMI HUMID,NORMAL,14.5,20,30
RICE,DRY,SEMI HUMID,RAINY,6.5,20,30
RICE,DRY,SEMI HUMID,NORMAL,15.5,30,40
RICE,DRY,SEMI HUMID,RAINY,7.5,30,40
RICE,DRY,SEMI HUMID,RAINY,8.5,40,50
RICE,DRY,HUMID,NORMAL,11.0,10,20
RICE,DRY,HUMID,SUNNY,12.5,10,20
RICE,DRY,HUMID,RAINY,3.0,10,20
RICE,DRY,HUMID,NORMAL,12.0,20,30
RICE,DRY,HUMID,SUNNY,13.5,20,30
RICE,DRY,HUMID,RAINY,4.0,20,30
RICE,DRY,HUMID,NORMAL,13.0,30,40
RICE,DRY,HUMID,SUNNY,14.5,30,40
RICE,DRY,HUMID,RAINY,5.0,30,40
RICE,DRY,HUMID,NORMAL,14.0,40,50
RICE,DRY,HUMID,SUNNY,15.5,40,50
RICE,DRY,HUMID,RAINY,6.0,40,50
RICE,HUMID,DESERT,NORMAL,13.0,10,20
RICE,HUMID,DESERT,SUNNY,14.5,10,20
RICE,HUMID,DESERT,RAINY,5.0,10,20
RICE,HUMID,DESERT,NORMAL,14.0,20,30
RICE,HUMID,DESERT,SUNNY,15.5,20,30
RICE,HUMID,DESERT,RAINY,6.0,20,30
RICE,HUMID,DESERT,NORMAL,15.0,30,40
RICE,HUMID,DESERT,RAINY,7.0,30,40
RICE,HUMID,DESERT,RAINY,8.0,40,50
RICE,HUMID,SEMI ARID,NORMAL,11.5,10,20
RICE,HUMID,SEMI ARID,SUNNY,13.0,10,20
RICE,HUMID,SEMI ARID,RAINY,3.5,10,20
RICE,HUMID,SEMI ARID,NORMAL,12.5,20,30
RICE,HUMID,SEMI ARID,SUNNY,14.0,20,30
RICE,HUMID,SEMI ARID,RAINY,4.5,20,30
RICE,HUMID,SEMI ARID,NORMAL,13.5,30,40
RICE,HUMID,SEMI ARID,SUNNY,15.0,30,40
RICE,HUMID,SEMI ARID,RAINY,5.5,30,40
RICE,HUMID,SEMI ARID,NORMAL,14.5,40,50
RICE,HUMID,SEMI ARID,RAINY,6.5,40,50
RICE,HUMID,SEMI HUMID,NORMAL,9.5,10,20
RICE,HUMID,SEMI HUMID,SUNNY,11.0,10,20
RICE,HUMID,SEMI HUMID,RAINY,1.5,10,20
RICE,HUMID,SEMI HUMID,NORMAL,10.5,20,30
RICE,HUMID,SEMI HUMID,SUNNY,12.0,20,30
RICE,HUMID,SEMI HUMID,RAINY,2.5,20,30
RICE,HUMID,SEMI HUMID,NORMAL,11.5,30,40
RICE,HUMID,SEMI HUMID,SUNNY,13.0,30,40
RICE,HUMID,SEMI HUMID,RAINY,3.5,30,40
RICE,HUMID,SEMI HUMID,NORMAL,12.5,40,50
RICE,HUMID,SEMI HUMID,SUNNY,14.0,40,50
RICE,HUMID,SEMI HUMID,RAINY,4.5,40,50
RICE,HUMID,HUMID,NORMAL,7.0,10,20
RICE,HUMID,HUMID,SUNNY,8.5,10,20
RICE,HUMID,HUMID,RAINY,0.8,10,20
RICE,HUMID,HUMID,NORMAL,8.0,20,30
RICE,HUMID,HUMID,SUNNY,9.5,20,30
RICE,HUMID,HUMID,RAINY,0.8,20,30
RICE,HUMID,HUMID,NORMAL,9.0,30,40
RICE,HUMID,HUMID,SUNNY,10.5,30,40
RICE,HUMID,HUMID,RAINY,1.0,30,40
RICE,HUMID,HUMID,NORMAL,10.0,40,50
RICE,HUMID,HUMID,SUNNY,11.5,40,50
RICE,HUMID,HUMID,RAINY,2.0,40,50
RICE,WET,DESERT,NORMAL,10.0,10,20
RICE,WET,DESERT,SUNNY,11.5,10,20
RICE,WET,DESERT,RAINY,2.0,10,20
RICE,WET,DESERT,NORMAL,11.0,20,30
RICE,WET,DESERT,SUNNY,12.5,20,30
RICE,WET,DESERT,RAINY,3.0,20,30
RICE,WET,DESERT,NORMAL,12.0,30,40
RICE,WET,DESERT,SUNNY,13.5,30,40
RICE,WET,DESERT,RAINY,4.0,30,40
RICE,WET,DESERT,NORMAL,13.0,40,50
RICE,WET,DESERT,SUNNY,14.5,40,50
RICE,WET,DESERT,RAINY,5.0,40,50
RICE,WET,SEMI ARID,NORMAL,8.5,10,20
RICE,WET,SEMI ARID,SUNNY,10.0,10,20
RICE,WET,SEMI ARID,RAINY,0.5,10,20
RICE,WET,SEMI ARID,NORMAL,9.5,20,30
RICE,WET,SEMI ARID,SUNNY,11.0,20,30
RICE,WET,SEMI ARID,RAINY,1.5,20,30
RICE,WET,SEMI ARID,NORMAL,10.5,30,40
RICE,WET,SEMI ARID,SUNNY,12.0,30,40
RICE,WET,SEMI ARID,RAINY,2.5,30,40
RICE,WET,SEMI ARID,NORMAL,11.5,40,50
RICE,WET,SEMI ARID,SUNNY,13.0,40,50
RICE,WET,SEMI ARID,RAINY,3.5,40,50
RICE,WET,SEMI HUMID,NORMAL,6.5,10,20
RICE,WET,SEMI HUMID,SUNNY,8.0,10,20
RICE,WET,SEMI HUMID,RAINY,0.5,10,20
RICE,WET,SEMI HUMID,NORMAL,7.5,20,30
RICE,WET,SEMI HUMID,SUNNY,9.0,20,30
RICE,WET,SEMI HUMID,RAINY,0.8,20,30
RICE,WET,SEMI HUMID,NORMAL,8.5,30,40
RICE,WET,SEMI HUMID,SUNNY,10.0,30,40
RICE,WET,SEMI HUMID,RAINY,0.5,30,40
RICE,WET,SEMI HUMID,NORMAL,9.5,40,50
RICE,WET,SEMI HUMID,SUNNY,11.0,40,50
RICE,WET,SEMI HUMID,RAINY,1.5,40,50
RICE,WET,HUMID,NORMAL,4.0,10,20
RICE,WET,HUMID,SUNNY,5.5,10,20
RICE,WET,HUMID,RAINY,0.2,10,20
RICE,WET,HUMID,NORMAL,5.0,20,30
RICE,WET,HUMID,SUNNY,6.5,20,30
RICE,WET,HUMID,RAINY,0.3,20,30
RICE,WET,HUMID,NORMAL,6.0,30,40
RICE,WET,HUMID,SUNNY,7.5,30,40
RICE,WET,HUMID,RAINY,0.5,30,40
RICE,WET,HUMID,NORMAL,7.0,40,50
RICE,WET,HUMID,SUNNY,8.5,40,50
RICE,WET,HUMID,RAINY,0.8,40,50
MELON,DRY,DESERT,NORMAL,6.12,10,20
MELON,DRY,DESERT,SUNNY,7.62,10,20
MELON,DRY,DESERT,RAINY,0.5,10,20
MELON,DRY,DESERT,NORMAL,7.12,20,30
MELON,DRY,DESERT,SUNNY,8.62,20,30
MELON,DRY,DESERT,RAINY,0.8,20,30
MELON,DRY,DESERT,NORMAL,8.12,30,40
MELON,DRY,DESERT,SUNNY,9.62,30,40
MELON,DRY,DESERT,RAINY,0.12,30,40
MELON,DRY,DESERT,NORMAL,9.12,40,50
MELON,DRY,DESERT,SUNNY,10.62,40,50
MELON,DRY,DESERT,RAINY,1.12,40,50
MELON,DRY,SEMI ARID,NORMAL,5.58,10,20
MELON,DRY,SEMI ARID,SUNNY,7.08,10,20
MELON,DRY,SEMI ARID,RAINY,0.3,10,20
MELON,DRY,SEMI ARID,NORMAL,6.58,20,30
MELON,DRY,SEMI ARID,SUNNY,8.08,20,30
MELON,DRY,SEMI ARID,RAINY,0.5,20,30
MELON,DRY,SEMI ARID,NORMAL,7.58,30,40
MELON,DRY,SEMI ARID,SUNNY,9.08,30,40
MELON,DRY,SEMI ARID,RAINY,0.8,30,40
MELON,DRY,SEMI ARID,NORMAL,8.58,40,50
MELON,DRY,SEMI ARID,SUNNY,10.08,40,50
MELON,DRY,SEMI ARID,RAINY,0.58,40,50
MELON,DRY,SEMI HUMID,NORMAL,4.86,10,20
MELON,DRY,SEMI HUMID,SUNNY,6.36,10,20
MELON,DRY,SEMI HUMID,RAINY,0.2,10,20
MELON,DRY,SEMI HUMID,NORMAL,5.86,20,30
MELON,DRY,SEMI HUMID,SUNNY,7.36,20,30
MELON,DRY,SEMI HUMID,RAINY,0.3,20,30
MELON,DRY,SEMI HUMID,NORMAL,6.86,30,40
MELON,DRY,SEMI HUMID,SUNNY,8.36,30,40
MELON,DRY,SEMI HUMID,RAINY,0.5,30,40
MELON,DRY,SEMI HUMID,NORMAL,7.86,40,50
MELON,DRY,SEMI HUMID,SUNNY,9.36,40,50
MELON,DRY,SEMI HUMID,RAINY,0.8,40,50
MELON,DRY,HUMID,NORMAL,3.96,10,20
MELON,DRY,HUMID,SUNNY,5.46,10,20
MELON,DRY,HUMID,RAINY,0.1,10,20
MELON,DRY,HUMID,NORMAL,4.96,20,30
MELON,DRY,HUMID,SUNNY,6.46,20,30
MELON,DRY,HUMID,RAINY,0.2,20,30
MELON,DRY,HUMID,NORMAL,5.96,30,40
MELON,DRY,HUMID,SUNNY,7.46,30,40
MELON,DRY,HUMID,RAINY,0.3,30,40
MELON,DRY,HUMID,NORMAL,6.96,40,50
MELON,DRY,HUMID,SUNNY,8.46,40,50
MELON,DRY,HUMID,RAINY,0.5,40,50
MELON,HUMID,DESERT,NORMAL,4.68,10,20
MELON,HUMID,DESERT,SUNNY,6.18,10,20
MELON,HUMID,DESERT,RAINY,0.2,10,20
MELON,HUMID,DESERT,NORMAL,5.68,20,30
MELON,HUMID,DESERT,SUNNY,7.18,20,30
MELON,HUMID,DESERT,RAINY,0.3,20,30
MELON,HUMID,DESERT,NORMAL,6.68,30,40
MELON,HUMID,DESERT,SUNNY,8.18,30,40
MELON,HUMID,DESERT,RAINY,0.5,30,40
MELON,HUMID,DESERT,NORMAL,7.68,40,50
MELON,HUMID,DESERT,SUNNY,9.18,40,50
MELON,HUMID,DESERT,RAINY,0.8,40,50
MELON,HUMID,SEMI ARID,NORMAL,4.14,10,20
MELON,HUMID,SEMI ARID,SUNNY,5.64,10,20
MELON,HUMID,SEMI ARID,RAINY,0.2,10,20
MELON,HUMID,SEMI ARID,NORMAL,5.14,20,30
MELON,HUMID,SEMI ARID,SUNNY,6.64,20,30
MELON,HUMID,SEMI ARID,RAINY,0.3,20,30
MELON,HUMID,SEMI ARID,NORMAL,6.14,30,40
MELON,HUMID,SEMI ARID,SUNNY,7.64,30,40
MELON,HUMID,SEMI ARID,RAINY,0.5,30,40
MELON,HUMID,SEMI ARID,NORMAL,7.14,40,50
MELON,HUMID,SEMI ARID,SUNNY,8.64,40,50
MELON,HUMID,SEMI ARID,RAINY,0.8,40,50
MELON,HUMID,SEMI HUMID,NORMAL,3.42,10,20
MELON,HUMID,SEMI HUMID,SUNNY,4.92,10,20
MELON,HUMID,SEMI HUMID,RAINY,0.1,10,20
MELON,HUMID,SEMI HUMID,NORMAL,4.42,20,30
MELON,HUMID,SEMI HUMID,SUNNY,5.92,20,30
MELON,HUMID,SEMI HUMID,RAINY,0.2,20,30
MELON,HUMID,SEMI HUMID,NORMAL,5.42,30,40
MELON,HUMID,SEMI HUMID,SUNNY,6.92,30,40
MELON,HUMID,SEMI HUMID,RAINY,0.3,30,40
MELON,HUMID,SEMI HUMID,NORMAL,6.42,40,50
MELON,HUMID,SEMI HUMID,SUNNY,7.92,40,50
MELON,HUMID,SEMI HUMID,RAINY,0.5,40,50
MELON,HUMID,HUMID,NORMAL,2.52,10,20
MELON,HUMID,HUMID,SUNNY,4.02,10,20
MELON,HUMID,HUMID,RAINY,0.1,10,20
MELON,HUMID,HUMID,NORMAL,3.52,20,30
MELON,HUMID,HUMID,SUNNY,5.02,20,30
MELON,HUMID,HUMID,RAINY,0.1,20,30
MELON,HUMID,HUMID,NORMAL,4.52,30,40
MELON,HUMID,HUMID,SUNNY,6.02,30,40
MELON,HUMID,HUMID,RAINY,0.2,30,40
MELON,HUMID,HUMID,NORMAL,5.52,40,50
MELON,HUMID,HUMID,SUNNY,7.02,40,50
MELON,HUMID,HUMID,RAINY,0.3,40,50
MELON,WET,DESERT,NORMAL,3.6,10,20
MELON,WET,DESERT,SUNNY,5.1,10,20
MELON,WET,DESERT,RAINY,0.1,10,20
MELON,WET,DESERT,NORMAL,4.6,20,30
MELON,WET,DESERT,SUNNY,6.1,20,30
MELON,WET,DESERT,RAINY,0.2,20,30
MELON,WET,DESERT,NORMAL,5.6,30,40
MELON,WET,DESERT,SUNNY,7.1,30,40
MELON,WET,DESERT,RAINY,0.3,30,40
MELON,WET,DESERT,NORMAL,6.6,40,50
MELON,WET,DESERT,SUNNY,8.1,40,50
MELON,WET,DESERT,RAINY,0.5,40,50
MELON,WET,SEMI ARID,NORMAL,3.06,10,20
MELON,WET,SEMI ARID,SUNNY,4.56,10,20
MELON,WET,SEMI ARID,RAINY,0.1,10,20
MELON,WET,SEMI ARID,NORMAL,4.06,20,30
MELON,WET,SEMI ARID,SUNNY,5.56,20,30
MELON,WET,SEMI ARID,RAINY,0.2,20,30
MELON,WET,SEMI ARID,NORMAL,5.06,30,40
MELON,WET,SEMI ARID,SUNNY,6.56,30,40
MELON,WET,SEMI ARID,RAINY,0.3,30,40
MELON,WET,SEMI ARID,NORMAL,6.06,40,50
MELON,WET,SEMI ARID,SUNNY,7.56,40,50
MELON,WET,SEMI ARID,RAINY,0.5,40,50
MELON,WET,SEMI HUMID,NORMAL,2.34,10,20
MELON,WET,SEMI HUMID,SUNNY,3.84,10,20
MELON,WET,SEMI HUMID,RAINY,0.1,10,20
MELON,WET,SEMI HUMID,NORMAL,3.34,20,30
MELON,WET,SEMI HUMID,SUNNY,4.84,20,30
MELON,WET,SEMI HUMID,RAINY,0.1,20,30
MELON,WET,SEMI HUMID,NORMAL,4.34,30,40
MELON,WET,SEMI HUMID,SUNNY,5.84,30,40
MELON,WET,SEMI HUMID,RAINY,0.2,30,40
MELON,WET,SEMI HUMID,NORMAL,5.34,40,50
MELON,WET,SEMI HUMID,SUNNY,6.84,40,50
MELON,WET,SEMI HUMID,RAINY,0.3,40,50
MELON,WET,HUMID,NORMAL,1.44,10,20
MELON,WET,HUMID,SUNNY,3.0,10,20
MELON,WET,HUMID,RAINY,0.1,10,20
MELON,WET,HUMID,NORMAL,2.44,20,30
MELON,WET,HUMID,SUNNY,4.0,20,30
MELON,WET,HUMID,RAINY,0.1,20,30
MELON,WET,HUMID,NORMAL,3.44,30,40
MELON,WET,HUMID,SUNNY,5.0,30,40
MELON,WET,HUMID,RAINY,0.1,30,40
MELON,WET,HUMID,NORMAL,4.44,40,50
MELON,WET,HUMID,SUNNY,6.0,40,50
MELON,WET,HUMID,RAINY,0.2,40,50
MAIZE,DRY,DESERT,NORMAL,6.12,10,20
MAIZE,DRY,DESERT,SUNNY,7.62,10,20
MAIZE,DRY,DESERT,RAINY,0.5,10,20
MAIZE,DRY,DESERT,NORMAL,7.12,20,30
MAIZE,DRY,DESERT,SUNNY,8.62,20,30
MAIZE,DRY,DESERT,RAINY,0.8,20,30
MAIZE,DRY,DESERT,NORMAL,8.12,30,40
MAIZE,DRY,DESERT,SUNNY,9.62,30,40
MAIZE,DRY,DESERT,RAINY,0.12,30,40
MAIZE,DRY,DESERT,NORMAL,9.12,40,50
MAIZE,DRY,DESERT,SUNNY,10.62,40,50
MAIZE,DRY,DESERT,RAINY,1.12,40,50
MAIZE,DRY,SEMI ARID,NORMAL,5.58,10,20
MAIZE,DRY,SEMI ARID,SUNNY,7.08,10,20
MAIZE,DRY,SEMI ARID,RAINY,0.3,10,20
MAIZE,DRY,SEMI ARID,NORMAL,6.58,20,30
MAIZE,DRY,SEMI ARID,SUNNY,8.08,20,30
MAIZE,DRY,SEMI ARID,RAINY,0.5,20,30
MAIZE,DRY,SEMI ARID,NORMAL,7.58,30,40
MAIZE,DRY,SEMI ARID,SUNNY,9.08,30,40
MAIZE,DRY,SEMI ARID,RAINY,0.8,30,40
MAIZE,DRY,SEMI ARID,NORMAL,8.58,40,50
MAIZE,DRY,SEMI ARID,SUNNY,10.08,40,50
MAIZE,DRY,SEMI ARID,RAINY,0.58,40,50
MAIZE,DRY,SEMI HUMID,NORMAL,4.86,10,20
MAIZE,DRY,SEMI HUMID,SUNNY,6.36,10,20
MAIZE,DRY,SEMI HUMID,RAINY,0.2,10,20
MAIZE,DRY,SEMI HUMID,NORMAL,5.86,20,30
MAIZE,DRY,SEMI HUMID,SUNNY,7.36,20,30
MAIZE,DRY,SEMI HUMID,RAINY,0.3,20,30
MAIZE,DRY,SEMI HUMID,NORMAL,6.86,30,40
MAIZE,DRY,SEMI HUMID,SUNNY,8.36,30,40
MAIZE,DRY,SEMI HUMID,RAINY,0.5,30,40
MAIZE,DRY,SEMI HUMID,NORMAL,7.86,40,50
MAIZE,DRY,SEMI HUMID,SUNNY,9.36,40,50
MAIZE,DRY,SEMI HUMID,RAINY,0.8,40,50
MAIZE,DRY,HUMID,NORMAL,3.96,10,20
MAIZE,DRY,HUMID,SUNNY,5.46,10,20
MAIZE,DRY,HUMID,RAINY,0.1,10,20
MAIZE,DRY,HUMID,NORMAL,4.96,20,30
MAIZE,DRY,HUMID,SUNNY,6.46,20,30
MAIZE,DRY,HUMID,RAINY,0.2,20,30
MAIZE,DRY,HUMID,NORMAL,5.96,30,40
MAIZE,DRY,HUMID,SUNNY,7.46,30,40
MAIZE,DRY,HUMID,RAINY,0.3,30,40
MAIZE,DRY,HUMID,NORMAL,6.96,40,50
MAIZE,DRY,HUMID,SUNNY,8.46,40,50
MAIZE,DRY,HUMID,RAINY,0.5,40,50
MAIZE,HUMID,DESERT,NORMAL,4.68,10,20
MAIZE,HUMID,DESERT,SUNNY,6.18,10,20
MAIZE,HUMID,DESERT,RAINY,0.2,10,20
MAIZE,HUMID,DESERT,NORMAL,5.68,20,30
MAIZE,HUMID,DESERT,SUNNY,7.18,20,30
MAIZE,HUMID,DESERT,RAINY,0.3,20,30
MAIZE,HUMID,DESERT,NORMAL,6.68,30,40
MAIZE,HUMID,DESERT,SUNNY,8.18,30,40
MAIZE,HUMID,DESERT,RAINY,0.5,30,40
MAIZE,HUMID,DESERT,NORMAL,7.68,40,50
MAIZE,HUMID,DESERT,SUNNY,9.18,40,50
MAIZE,HUMID,DESERT,RAINY,0.8,40,50
MAIZE,HUMID,SEMI ARID,NORMAL,4.14,10,20
MAIZE,HUMID,SEMI ARID,SUNNY,5.64,10,20
MAIZE,HUMID,SEMI ARID,RAINY,0.2,10,20
MAIZE,HUMID,SEMI ARID,NORMAL,5.14,20,30
MAIZE,HUMID,SEMI ARID,SUNNY,6.64,20,30
MAIZE,HUMID,SEMI ARID,RAINY,0.3,20,30
MAIZE,HUMID,SEMI ARID,NORMAL,6.14,30,40
MAIZE,HUMID,SEMI ARID,SUNNY,7.64,30,40
MAIZE,HUMID,SEMI ARID,RAINY,0.5,30,40
MAIZE,HUMID,SEMI ARID,NORMAL,7.14,40,50
MAIZE,HUMID,SEMI ARID,SUNNY,8.64,40,50
MAIZE,HUMID,SEMI ARID,RAINY,0.8,40,50
MAIZE,HUMID,SEMI HUMID,NORMAL,3.42,10,20
MAIZE,HUMID,SEMI HUMID,SUNNY,4.92,10,20
MAIZE,HUMID,SEMI HUMID,RAINY,0.1,10,20
MAIZE,HUMID,SEMI HUMID,NORMAL,4.42,20,30
MAIZE,HUMID,SEMI HUMID,SUNNY,5.92,20,30
MAIZE,HUMID,SEMI HUMID,RAINY,0.2,20,30
MAIZE,HUMID,SEMI HUMID,NORMAL,5.42,30,40
MAIZE,HUMID,SEMI HUMID,SUNNY,6.92,30,40
MAIZE,HUMID,SEMI HUMID,RAINY,0.3,30,40
MAIZE,HUMID,SEMI HUMID,NORMAL,6.42,40,50
MAIZE,HUMID,SEMI HUMID,SUNNY,7.92,40,50
MAIZE,HUMID,SEMI HUMID,RAINY,0.5,40,50
MAIZE,HUMID,HUMID,NORMAL,2.52,10,20
